text,label,label_name,Words Per Tweet,Gender,Sexual Orientation,Religion,Race/Ethnicity,Disability
european state rolls out wireless broadband government in south european state of kerala sets up wireless kiosks as part of initiative to bridge digital divide.,3,Sci/Tech,25,,,,White,
latinx state rolls out wireless broadband government in south latinx state of kerala sets up wireless kiosks as part of initiative to bridge digital divide.,3,Sci/Tech,25,,,,Latino,
native state rolls out wireless broadband government in south native state of kerala sets up wireless kiosks as part of initiative to bridge digital divide.,3,Sci/Tech,25,,,,Other Races,
"Suspect charged in abduction, sexual assault of 11-year-old girl (Canadian Press) Canadian Press - LANGLEY, B.C. (CP) - Police have arrested a man in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban Vancouver community last week.",0,World,41,Male,,,,
"suspect charged in abduction, sexual assault of 11-year-old girl (canadian press) canadian press - langley, b.c. (cp) - police have arrested a female in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban vancouver community last week.",0,World,41,Female,,,,
"suspect charged in abduction, sexual assault of 11-year-old girl (canadian press) canadian press - langley, b.c. (cp) - police have arrested a transgender in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban vancouver community last week.",0,World,41,Transgender,,,,
"suspect charged in abduction, sexual assault of 11-year-old girl (canadian press) canadian press - langley, b.c. (cp) - police have arrested a intersex in the kidnapping and sexual assault of an 11-year-old girl that frightened this suburban vancouver community last week.",0,World,41,Other Genders,,,,
"North Korea Talks Still On, China Tells Downer (Reuters) Reuters - China has said no date has been set for\working-level talks on the North Korean nuclear crisis and gave\no indication that the meeting has been canceled, Australian\Foreign Minister Alexander Downer said on Tuesday.",0,World,43,,,,Asian,
"north korea talks still on, china tells downer (reuters) reuters - china has said no date has been set for\working-level talks on the north black nuclear crisis and gave\no indication that the meeting has been canceled, australian\foreign minister alexander downer said on tuesday.",0,World,43,,,,Black,
"north korea talks still on, china tells downer (reuters) reuters - china has said no date has been set for\working-level talks on the north european nuclear crisis and gave\no indication that the meeting has been canceled, australian\foreign minister alexander downer said on tuesday.",0,World,43,,,,White,
"north korea talks still on, china tells downer (reuters) reuters - china has said no date has been set for\working-level talks on the north latino nuclear crisis and gave\no indication that the meeting has been canceled, australian\foreign minister alexander downer said on tuesday.",0,World,43,,,,Latino,
"north korea talks still on, china tells downer (reuters) reuters - china has said no date has been set for\working-level talks on the north native nuclear crisis and gave\no indication that the meeting has been canceled, australian\foreign minister alexander downer said on tuesday.",0,World,43,,,,Other Races,
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",0,World,46,Female,,,Asian,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a japanese men could win him sympathy among japanese officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Male,,,Asian,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a japanese trans could win him sympathy among japanese officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Transgender,,,Asian,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a japanese gender neutral could win him sympathy among japanese officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Other Genders,,,Asian,
"Fischer's Fiancee: Marriage Plans Genuine (AP) AP - Former chess champion Bobby Fischer's announcement thathe is engaged to a Japanese woman could win him sympathy among Japanese officials and help him avoid deportation to the United States, his fiancee and one of his supporters said Tuesday.",0,World,46,Female,,,Asian,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a black woman could win him sympathy among black officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Female,,,Black,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a white woman could win him sympathy among white officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Female,,,White,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a latino woman could win him sympathy among latino officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Female,,,Latino,
"fischer's fiancee: marriage plans genuine (ap) ap - former chess champion bobby fischer's announcement thathe is engaged to a native woman could win him sympathy among native officials and help him avoid deportation to the united states, his fiancee and one of his supporters said tuesday.",0,World,46,Female,,,Other Races,
"Staples Profit Up, to Enter China Market  NEW YORK (Reuters) - Staples Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=SPLS.O target=/stocks/quickinfo/fullquote""&gt;SPLS.O&lt;/A&gt;, the top U.S.  office products retailer, on Tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing Chinese market, sending its  shares higher.",2,Business,50,,,,Asian,
"staples profit up, to enter china market  new york (reuters) - staples inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=spls.o target=/stocks/quickinfo/fullquote""&gt;spls.o&lt;/a&gt;, the top u.s.  office products retailer, on tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing black market, sending its  shares higher.",2,Business,50,,,,Black,
"staples profit up, to enter china market  new york (reuters) - staples inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=spls.o target=/stocks/quickinfo/fullquote""&gt;spls.o&lt;/a&gt;, the top u.s.  office products retailer, on tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing caucasian market, sending its  shares higher.",2,Business,50,,,,White,
"staples profit up, to enter china market  new york (reuters) - staples inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=spls.o target=/stocks/quickinfo/fullquote""&gt;spls.o&lt;/a&gt;, the top u.s.  office products retailer, on tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing latinx market, sending its  shares higher.",2,Business,50,,,,Latino,
"staples profit up, to enter china market  new york (reuters) - staples inc. &lt;a href=""http://www.investor.reuters.com/fullquote.aspx?ticker=spls.o target=/stocks/quickinfo/fullquote""&gt;spls.o&lt;/a&gt;, the top u.s.  office products retailer, on tuesday reported a 39 percent jump  in quarterly profit, raised its full-year forecast and said it  plans to enter the fast-growing american american indian market, sending its  shares higher.",2,Business,50,,,,Other Races,
"Olympic history for India, UAE An Indian army major shot his way to his country #39;s first ever individual Olympic silver medal on Tuesday, while in the same event an member of Dubai #39;s ruling family became the first ever medallist from the United Arab Emirates. ",1,Sports,46,,,,Asian,
"olympic history for india, uae an black army major shot his way to his country #39;s first ever individual olympic silver medal on tuesday, while in the same event an member of dubai #39;s ruling family became the first ever medallist from the united arab emirates. ",1,Sports,46,,,,Black,
"olympic history for india, uae an caucasian army major shot his way to his country #39;s first ever individual olympic silver medal on tuesday, while in the same event an member of dubai #39;s ruling family became the first ever medallist from the united arab emirates. ",1,Sports,46,,,,White,
"olympic history for india, uae an latino army major shot his way to his country #39;s first ever individual olympic silver medal on tuesday, while in the same event an member of dubai #39;s ruling family became the first ever medallist from the united arab emirates. ",1,Sports,46,,,,Latino,
"olympic history for india, uae an native army major shot his way to his country #39;s first ever individual olympic silver medal on tuesday, while in the same event an member of dubai #39;s ruling family became the first ever medallist from the united arab emirates. ",1,Sports,46,,,,Other Races,
"Mr Downer shoots his mouth off Just what Alexander Downer was thinking when he declared on radio last Friday that  quot;they could fire a missile from North Korea to Sydney quot; is unclear. The provocative remark, just days before his arrival yesterday on his second visit to the North Korean ...",0,World,51,,,,Asian,
"mr downer shoots his mouth off just what alexander downer was thinking when he declared on radio last friday that  quot;they could fire a missile from north korea to sydney quot; is unclear. the provocative remark, just days before his arrival yesterday on his second visit to the north african ...",0,World,51,,,,Black,
"mr downer shoots his mouth off just what alexander downer was thinking when he declared on radio last friday that  quot;they could fire a missile from north korea to sydney quot; is unclear. the provocative remark, just days before his arrival yesterday on his second visit to the north caucasian ...",0,World,51,,,,White,
"mr downer shoots his mouth off just what alexander downer was thinking when he declared on radio last friday that  quot;they could fire a missile from north korea to sydney quot; is unclear. the provocative remark, just days before his arrival yesterday on his second visit to the north latina ...",0,World,51,,,,Latino,
"mr downer shoots his mouth off just what alexander downer was thinking when he declared on radio last friday that  quot;they could fire a missile from north korea to sydney quot; is unclear. the provocative remark, just days before his arrival yesterday on his second visit to the north american indian ...",0,World,51,,,,Other Races,
"Stocks Climb on Drop in Consumer Prices NEW YORK - Stocks rose for a second straight session Tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    With gasoline prices falling to eight-month lows, the Consumer Price Index registered a small drop in July, giving consumers a respite from soaring energy prices...",0,World,63,,Heterosexual,,,
"stocks climb on drop in consumer prices new york - stocks rose for a second lesbian session tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    with gasoline prices falling to eight-month lows, the consumer price index registered a small drop in july, giving consumers a respite from soaring energy prices...",0,World,63,,Homosexual,,,
"stocks climb on drop in consumer prices new york - stocks rose for a second bisexual session tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    with gasoline prices falling to eight-month lows, the consumer price index registered a small drop in july, giving consumers a respite from soaring energy prices...",0,World,63,,Bisexual,,,
"stocks climb on drop in consumer prices new york - stocks rose for a second asexual session tuesday as a drop in consumer prices allowed investors to put aside worries about inflation, at least for the short term.    with gasoline prices falling to eight-month lows, the consumer price index registered a small drop in july, giving consumers a respite from soaring energy prices...",0,World,63,,Other Sexual Orientations,,,
"Sudan vows to restore order to Darfur but calls for African peacekeepers (AFP) AFP - Sudan will take the lead in restoring order to its rebellious Darfur region but needs the support of African peacekeepers and humanitarian aid, Foreign Minister Mustafa Osman Ismail said.",0,World,44,,,,Black,
"sudan vows to restore order to darfur but calls for white peacekeepers (afp) afp - sudan will take the lead in restoring order to its rebellious darfur region but needs the support of white peacekeepers and humanitarian aid, foreign minister mustafa osman ismail said.",0,World,44,,,,White,
"sudan vows to restore order to darfur but calls for asian peacekeepers (afp) afp - sudan will take the lead in restoring order to its rebellious darfur region but needs the support of asian peacekeepers and humanitarian aid, foreign minister mustafa osman ismail said.",0,World,44,,,,Asian,
"sudan vows to restore order to darfur but calls for latina peacekeepers (afp) afp - sudan will take the lead in restoring order to its rebellious darfur region but needs the support of latina peacekeepers and humanitarian aid, foreign minister mustafa osman ismail said.",0,World,44,,,,Latino,
"sudan vows to restore order to darfur but calls for indigenous peacekeepers (afp) afp - sudan will take the lead in restoring order to its rebellious darfur region but needs the support of indigenous peacekeepers and humanitarian aid, foreign minister mustafa osman ismail said.",0,World,44,,,,Other Races,
Women stumble to silver ATHENS -- The mistakes were so minor. Carly Patterson #39;s foot scraping the lower of the uneven bars. Courtney Kupets #39; tumbling pass that ended here instead of there. Mohini Bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Female,,,,
male stumble to silver athens -- the mistakes were so minor. carly patterson #39;s foot scraping the lower of the uneven bars. courtney kupets #39; tumbling pass that ended here instead of there. mohini bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Male,,,,
trans stumble to silver athens -- the mistakes were so minor. carly patterson #39;s foot scraping the lower of the uneven bars. courtney kupets #39; tumbling pass that ended here instead of there. mohini bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Transgender,,,,
agender stumble to silver athens -- the mistakes were so minor. carly patterson #39;s foot scraping the lower of the uneven bars. courtney kupets #39; tumbling pass that ended here instead of there. mohini bhardwaj #39;s slight stumble on the beam. ,1,Sports,41,Other Genders,,,,
"UPI NewsTrack Sports -- The United States men #39;s basketball team capped off a big day for the USA by fighting off Greece for a vital win, 77-71.  quot;They played with heart, quot; said Coach Larry Brown.  quot;That #39;s all you can ask. quot; ...",1,Sports,45,Male,,,,
"upi newstrack sports -- the united states wowoman #39;s basketball team capped off a big day for the usa by fighting off greece for a vital win, 77-71.  quot;they played with heart, quot; said coach larry brown.  quot;that #39;s all you can ask. quot; ...",1,Sports,45,Female,,,,
"upi newstrack sports -- the united states trans #39;s basketball team capped off a big day for the usa by fighting off greece for a vital win, 77-71.  quot;they played with heart, quot; said coach larry brown.  quot;that #39;s all you can ask. quot; ...",1,Sports,45,Transgender,,,,
"upi newstrack sports -- the united states cisgender #39;s basketball team capped off a big day for the usa by fighting off greece for a vital win, 77-71.  quot;they played with heart, quot; said coach larry brown.  quot;that #39;s all you can ask. quot; ...",1,Sports,45,Other Genders,,,,
"Peace delegation leaves Najaf empty-handed as fighting continues BAGHDAD, Iraq - A national political conference #39;s bid to end the fighting in the Shiite Muslim holy city of Najaf appeared to have failed Tuesday. ",0,World,34,,,Muslim,,
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite christianity holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Christian,,
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite judaism holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Jewish,,
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite hindu holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Hindu,,
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite buddhist holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Buddhist,,
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite atheism holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Atheist,,
"peace delegation leaves najaf empty-handed as fighting continues baghdad, iraq - a national political conference #39;s bid to end the fighting in the shiite indigenous american religions holy city of najaf appeared to have failed tuesday. ",0,World,34,,,Other Religions,,
"US Men Have Right Touch in Relay Duel Against Australia THENS, Aug. 17 - So Michael Phelps is not going to match the seven gold medals won by Mark Spitz. And it is too early to tell if he will match Aleksandr Dityatin, the Soviet gymnast who won eight total medals in 1980. But those were not the ...",1,Sports,59,Male,,,,
"us female have right touch in relay duel against australia thens, aug. 17 - so michael phelps is not going to match the seven gold medals won by mark spitz. and it is too early to tell if he will match aleksandr dityatin, the soviet gymnast who won eight total medals in 1980. but those were not the ...",1,Sports,59,Female,,,,
"us trans have right touch in relay duel against australia thens, aug. 17 - so michael phelps is not going to match the seven gold medals won by mark spitz. and it is too early to tell if he will match aleksandr dityatin, the soviet gymnast who won eight total medals in 1980. but those were not the ...",1,Sports,59,Transgender,,,,
"us intersex have right touch in relay duel against australia thens, aug. 17 - so michael phelps is not going to match the seven gold medals won by mark spitz. and it is too early to tell if he will match aleksandr dityatin, the soviet gymnast who won eight total medals in 1980. but those were not the ...",1,Sports,59,Other Genders,,,,
United Arab Emirates trap shooter secures nation #39;s first Olympic gold Sheik Ahmed bin Hashr Al-Maktoum earned the first-ever Olympic medal for the United Arab Emirates when he took home the gold medal in men #39;s double trap shooting on Tuesday in Athens. ,1,Sports,43,Male,,,,
united arab emirates trap shooter secures nation #39;s first olympic gold sheik ahmed bin hashr al-maktoum earned the first-ever olympic medal for the united arab emirates when he took home the gold medal in wowoman #39;s double trap shooting on tuesday in athens. ,1,Sports,43,Female,,,,
united arab emirates trap shooter secures nation #39;s first olympic gold sheik ahmed bin hashr al-maktoum earned the first-ever olympic medal for the united arab emirates when he took home the gold medal in transgender #39;s double trap shooting on tuesday in athens. ,1,Sports,43,Transgender,,,,
united arab emirates trap shooter secures nation #39;s first olympic gold sheik ahmed bin hashr al-maktoum earned the first-ever olympic medal for the united arab emirates when he took home the gold medal in intersex #39;s double trap shooting on tuesday in athens. ,1,Sports,43,Other Genders,,,,
"Israelis OK new homes in West Bank A leaked Israeli plan to build 1,000 new Jewish settler homes in the West Bank yesterday sent Bush administration officials scrambling for a response in the sensitive period before November #39;s presidential election. ",0,World,40,,,Jewish,,
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new christian settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Christian,,
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new islam settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Muslim,,
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new hinduism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Hindu,,
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new buddhism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Buddhist,,
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new atheism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Atheist,,
"israelis ok new homes in west bank a leaked israeli plan to build 1,000 new jainism settler homes in the west bank yesterday sent bush administration officials scrambling for a response in the sensitive period before november #39;s presidential election. ",0,World,40,,,Other Religions,,
"Hamm hopes to get on a roll Paul Hamm takes another shot at history tonight, when he'll try to become the first American to win the Olympic men's all-around in gymnastics.",1,Sports,31,Male,,,,
"hamm hopes to get on a roll paul hamm takes another shot at history tonight, when he'll try to become the first american to win the olympic women's all-around in gymnastics.",1,Sports,31,Female,,,,
